song_title,song_id,artists,is_sexist,main_artist,artist_name,pct_songs_sexist_weighted,avg_sexist_prob
Wie Falco,84d2a5b9-a80f-4a86-89c9-f4333f94a99f,Nimo,1,Nimo,Nimo,75.0,0.870982151478529
Bitte...wer? (Heiss wie Feuer 2),7ad66e0f-f75c-403d-b431-acdf32ad1174,DJ Stylewarz,1,DJ Stylewarz,DJ Stylewarz,75.0,0.8705812329426408
FRESH,8d7db1a3-0be2-4b58-ae6d-b856725018d2,DJ Stylewarz,1,DJ Stylewarz,DJ Stylewarz,75.0,0.8705812329426408
Heiss Wie Feuer,d506992d-88fb-4edb-8172-9053d8cf4981,DJ Stylewarz,1,DJ Stylewarz,DJ Stylewarz,75.0,0.8705812329426408
Intro,bbd00470-570b-4290-ab2f-2a4cceb21252,DJ Stylewarz,0,DJ Stylewarz,DJ Stylewarz,75.0,0.8705812329426408
Was los?!,300daea4-4349-446c-aa7c-7c24bb0b7d62,DJ Stylewarz,1,DJ Stylewarz,DJ Stylewarz,75.0,0.8705812329426408
Was wir lieben,f2484e05-752d-447e-88ca-b461541c8da7,DJ Stylewarz,1,DJ Stylewarz,DJ Stylewarz,75.0,0.8705812329426408
Yapma Ya,4b74a50b-aff1-48be-a0f5-54157ecea112,DJ Stylewarz,1,DJ Stylewarz,DJ Stylewarz,75.0,0.8705812329426408
Zeit wird Knapp,c1648213-f95b-4980-b737-9e7bcd157b75,DJ Stylewarz,1,DJ Stylewarz,DJ Stylewarz,75.0,0.8705812329426408
Bitches Butches Dykes & Divas,96180641-63e6-49f3-9740-f912e36953e9,Sookee,1,Sookee,Sookee,75.0,0.8703838279470801
Die Freundin von,93c6bdbf-bfeb-4573-9c6d-91474b5efea1,Sookee,1,Sookee,Sookee,75.0,0.8703838279470801
Einige meiner besten Freunde sind Männer,29492a24-fb3c-4a89-b913-01b6932243f1,Sookee,0,Sookee,Sookee,75.0,0.8703838279470801
Hüpfburg,4d0cac85-ff18-4b17-aaca-e4a17fba990f,Sookee,1,Sookee,Sookee,75.0,0.8703838279470801
Menschen sind komisch,6f20a5ae-0d54-4534-933d-c03a8885bb18,Sookee,1,Sookee,Sookee,75.0,0.8703838279470801
Pro Homo,e5717c0b-5a0b-4627-9493-c29374f275bb,Sookee,1,Sookee,Sookee,75.0,0.8703838279470801
Siebenmeilenhighheels,eaf5aec0-6fde-4ee2-8d69-824828fb49ad,Sookee,1,Sookee,Sookee,75.0,0.8703838279470801
Zusammenhänge,1d26a344-f4c0-4cd2-a55d-88b765dcfa52,Sookee,1,Sookee,Sookee,75.0,0.8703838279470801
Aghori (Dunkler Tag),4d047022-4ce1-44e1-9465-0c0c8d376c4d,Kool Savas,1,Kool Savas,Kool Savas,75.0,0.8526643305085599
Aura,e1fb8ee0-3789-4232-89bf-7c458ced0214,Kool Savas,1,Kool Savas,Kool Savas,75.0,0.8526643305085599
Beweis 2 (Mammut Remix),4d150a8f-67b7-4d33-8158-4e0d6e80b8c6,Kool Savas,1,Kool Savas,Kool Savas,75.0,0.8526643305085599
Der beste Tag meines Lebens,2e6ffbb2-e654-4caf-abf6-134e0f2e4a93,Kool Savas,1,Kool Savas,Kool Savas,75.0,0.8526643305085599
Neue Welt,301a249f-1572-43ae-994e-b8658fd1352c,Kool Savas,1,Kool Savas,Kool Savas,75.0,0.8526643305085599
Rhythmus meines Lebens,eec3793a-3660-443d-9ae0-0f257585b4a9,Kool Savas,0,Kool Savas,Kool Savas,75.0,0.8526643305085599
Triumph,e16ad466-2bfe-4f53-9f05-6664ebb886d9,Kool Savas,1,Kool Savas,Kool Savas,75.0,0.8526643305085599
Und dann kam Essah,254d0d97-1532-4787-a416-c68d9ded6ad2,Kool Savas,1,Kool Savas,Kool Savas,75.0,0.8526643305085599
#BFHFA (Bei Fame hört Freundschaft auf),afb6ad4f-ac47-4c92-80e5-8f9a11cddb53,Fard,1,Fard,Fard,75.0,0.8468769704923034
Bonnie & Clyde,a8351be5-7f5c-4842-8594-05885f60cacb,Fard,1,Fard,Fard,75.0,0.8468769704923034
Dein Kuss,0de52647-8711-44f5-b332-89f0e74cdfbe,Fard,0,Fard,Fard,75.0,0.8468769704923034
Kalt wie Schnee,da497ed5-d12a-428f-b370-e283a7f569fd,Fard,1,Fard,Fard,75.0,0.8468769704923034
Liebe macht blind,bfd3f3e1-e52f-494c-9520-297c0b0cc64a,Fard,1,Fard,Fard,75.0,0.8468769704923034
Madar,739f59ce-4be6-4edb-9fa2-7f64018e82f0,Fard,1,Fard,Fard,75.0,0.8468769704923034
S.O.S.,b706e7eb-c585-4f99-8883-8397a356b07f,Fard,1,Fard,Fard,75.0,0.8468769704923034
Seine Geschichte,7b3f1ca5-9267-4cc0-a27f-37e525c93967,Fard,1,Fard,Fard,75.0,0.8468769704923034
2 Minuten,15a14bc2-44d3-4ca7-8395-9b8ae5f56da7,Apache 207,0,Apache 207,Apache 207,75.0,0.8449142463505268
Bläulich,a06e2567-e9ea-400a-9d41-4c06b0722cde,Apache 207,1,Apache 207,Apache 207,75.0,0.8449142463505268
Breaking your heart,bc6ec9a8-6c6a-4e8e-a0c7-b47500faa906,Apache 207,1,Apache 207,Apache 207,75.0,0.8449142463505268
Fame,de5d8ec9-b8a1-490a-82fb-9f65711e0de6,Apache 207,1,Apache 207,Apache 207,75.0,0.8449142463505268
Matrix,433e6251-c06e-4157-95be-006a621deeea,Apache 207,1,Apache 207,Apache 207,75.0,0.8449142463505268
Roller,b2670548-74d6-4250-8d01-103dc004f4ae,Apache 207,1,Apache 207,Apache 207,75.0,0.8449142463505268
Unterwegs,bc408681-fa61-40ee-aded-8292571d9500,Apache 207,1,Apache 207,Apache 207,75.0,0.8449142463505268
Wieso tust Du dir das an?,7bcb55e4-7fdf-4b91-b701-e6e5bd619f07,Apache 207,1,Apache 207,Apache 207,75.0,0.8449142463505268
Aktion / Reaktion,86066322-9496-4122-b218-798d4685222d,Roey Marquis II.,1,Roey Marquis II.,Roey Marquis II.,75.0,0.8448004797101021
Anderswelt,2ae2a668-032a-4490-80e6-d0b6b348160f,Roey Marquis II.,0,Roey Marquis II.,Roey Marquis II.,75.0,0.8448004797101021
EHM,35774d0f-4400-4736-b1bd-a40895ed5475,Roey Marquis II.,1,Roey Marquis II.,Roey Marquis II.,75.0,0.8448004797101021
Eiszeit,ae037592-33f8-49a0-9367-142ff9bae2f7,Roey Marquis II.,1,Roey Marquis II.,Roey Marquis II.,75.0,0.8448004797101021
Hingabe,80306fcb-2aaf-43b6-80de-69cbe90ee4b4,Roey Marquis II.,1,Roey Marquis II.,Roey Marquis II.,75.0,0.8448004797101021
Spiritual Combat,f7a375e7-6b9d-45b3-9b2b-abbbdee3fdfd,Roey Marquis II.,1,Roey Marquis II.,Roey Marquis II.,75.0,0.8448004797101021
Swing,1f45ec90-51c7-47c4-a1b2-32efc122c180,Roey Marquis II.,1,Roey Marquis II.,Roey Marquis II.,75.0,0.8448004797101021
Was willst du?,edbc14f9-f5c1-4fe0-86bb-d552d80c9127,Roey Marquis II.,1,Roey Marquis II.,Roey Marquis II.,75.0,0.8448004797101021
Abteilgeflüster,dbecdcf5-2132-4b3f-a701-473abff08aea,Mr. Schnabel,1,Mr. Schnabel,Mr. Schnabel,75.0,0.8370040766894817
Chain Gang Slang,9728292e-f1b6-49b2-8500-f5213fdb8e20,Mr. Schnabel,1,Mr. Schnabel,Mr. Schnabel,75.0,0.8370040766894817
Eimsbush Stylee,ec7c5160-694a-4d31-9def-c374723c0cbc,Mr. Schnabel,1,Mr. Schnabel,Mr. Schnabel,75.0,0.8370040766894817
Federkleid,7edb7a82-71e9-4fd4-83f2-a55bc343e487,Mr. Schnabel,1,Mr. Schnabel,Mr. Schnabel,75.0,0.8370040766894817
"Hi, Bin Howard",21454b7a-8df0-4ad0-922e-62ddcaafd14c,Mr. Schnabel,0,Mr. Schnabel,Mr. Schnabel,75.0,0.8370040766894817
Hör Mal Hin,b94c1aaa-178f-40cb-917e-260d17dabd0b,Mr. Schnabel,1,Mr. Schnabel,Mr. Schnabel,75.0,0.8370040766894817
Intro: Pipecheck,584938b3-4869-402f-965a-4db87fa766c4,Mr. Schnabel,1,Mr. Schnabel,Mr. Schnabel,75.0,0.8370040766894817
Samstag Nacht,e10387ab-efd1-46ff-8454-6e2083c8eeb2,Mr. Schnabel,1,Mr. Schnabel,Mr. Schnabel,75.0,0.8370040766894817
Ahnma,cf38048e-d84a-4382-baa6-9239bb3a8c03,Beginner,1,Beginner,Beginner,75.0,0.8270459773484617
Es war einmal...,c2afaefa-eb2f-482b-8d7c-8aa9c387f2e6,Beginner,1,Beginner,Beginner,75.0,0.8270459773484617
Fäule,65dc8afc-dd76-4e04-bf3a-8fa5f0c62087,Beginner,1,Beginner,Beginner,75.0,0.8270459773484617
Geh’ Bitte,9331d6ec-706a-4628-bda5-ee6abf3d5724,Beginner,1,Beginner,Beginner,75.0,0.8270459773484617
Hammerhart,57753d35-a7c3-42e7-9e59-ba1555ba5275,Beginner,1,Beginner,Beginner,75.0,0.8270459773484617
Liebes Lied,d247bcd3-0e43-455a-88b9-cc99fd178c1d,Beginner,1,Beginner,Beginner,75.0,0.8270459773484617
So schön,e78a2b70-70a7-4847-9179-4b668f4fa940,Beginner,0,Beginner,Beginner,75.0,0.8270459773484617
Thomas Anders,d14f9257-9ead-4de1-be19-4b3cb9dcf583,Beginner,1,Beginner,Beginner,75.0,0.8270459773484617
Du hast mich hier rangeführt,ece4c9df-7951-4e8b-b032-c7e6c179b3fd,M.I.K.I,0,M.I.K.I,M.I.K.I,75.0,0.8179125068709254
"Fußball, Rap, Familie (Intro)",60c2233a-1308-411e-a879-954c72d36beb,M.I.K.I,1,M.I.K.I,M.I.K.I,75.0,0.8179125068709254
Immer wieder Samstags,28ba66fd-d2d9-4d71-8ddc-74d059f19464,M.I.K.I,1,M.I.K.I,M.I.K.I,75.0,0.8179125068709254
Kein guter Schwiegersohn,f91be3df-354d-4ebb-851b-ae68be11700a,M.I.K.I,1,M.I.K.I,M.I.K.I,75.0,0.8179125068709254
Kind der 90er,958bdb98-5823-40e7-8afe-6a6938e67f88,M.I.K.I,1,M.I.K.I,M.I.K.I,75.0,0.8179125068709254
Krieg dem DFB,e1aa49ba-3a1c-4076-8dc4-77e8550981cf,M.I.K.I,1,M.I.K.I,M.I.K.I,75.0,0.8179125068709254
"Spieler kommen, Spieler gehen",0b3b758f-967a-4322-8c12-bf9e7a9a402e,M.I.K.I,1,M.I.K.I,M.I.K.I,75.0,0.8179125068709254
Wie der Vater so der Sohn,57d9b7c4-28a3-4f5d-abeb-87ec50d463bd,M.I.K.I,1,M.I.K.I,M.I.K.I,75.0,0.8179125068709254
Private Party,8125d31a-2e11-4995-ae2d-15801cfbaeab,Soko Crew,0,Soko Crew,Soko Crew,75.0,0.7908525839447975
Деньги (Money),5772648f-f96e-4a4c-a0df-f49f04f88ed2,Soko Crew,1,Soko Crew,Soko Crew,75.0,0.7908525839447975
Контроль (Control),2b66bdd6-065a-4314-8904-b42214fd5392,Soko Crew,1,Soko Crew,Soko Crew,75.0,0.7908525839447975
На Мне (On Me),933391d4-575a-43a4-aa06-871c7b93171f,Soko Crew,1,Soko Crew,Soko Crew,75.0,0.7908525839447975
Напролом (Ahead),bb54917e-4a76-4050-9bfd-33a267640f1c,Soko Crew,1,Soko Crew,Soko Crew,75.0,0.7908525839447975
Ночью (Night),7049d5fd-a5e6-4dc4-b57a-28316547f4d4,Soko Crew,1,Soko Crew,Soko Crew,75.0,0.7908525839447975
Похуй (Don’t Give A Fuck),82656f01-9f83-4cdd-aa54-79e3ec99daf4,Soko Crew,1,Soko Crew,Soko Crew,75.0,0.7908525839447975
Руки базуки (Hands bazookas),4ac88ee9-df76-4dfc-9d7a-ec0998c0ad4c,Soko Crew,1,Soko Crew,Soko Crew,75.0,0.7908525839447975
Damals,da4b9fd5-0481-45f9-ac5f-44e66fdad968,Bacapon,1,Bacapon,Bacapon,71.42857142857143,0.9940399527549744
Fuck Bubu,f2591616-1443-4402-9bc3-a8adaf258ca1,Bacapon,1,Bacapon,Bacapon,71.42857142857143,0.9940399527549744
Gangsta Number One,45c6c3e7-3d8b-459b-a944-3235a4246c1a,Bacapon,1,Bacapon,Bacapon,71.42857142857143,0.9940399527549744
Dat Is Duisburg,5c5fa6fb-d9ef-46d2-a6c3-24e58eb90d10,Die Bandbreite,1,Die Bandbreite,Die Bandbreite,71.42857142857143,0.992290993531545
Selbst gemacht,e082ffb0-88fb-40af-a374-7a3dec9a02e8,Die Bandbreite,1,Die Bandbreite,Die Bandbreite,71.42857142857143,0.992290993531545
Wo liegt die Wahrheit?,159ddcdb-3b00-4560-94e7-bf75a0aefbe1,Die Bandbreite,1,Die Bandbreite,Die Bandbreite,71.42857142857143,0.992290993531545
Die 5. Terroristengeneration,4baf17ff-016f-41fa-a7c6-6e38e2216388,Anarchist Academy,1,Anarchist Academy,Anarchist Academy,71.42857142857143,0.8347431421279907
Die total verrückten Crazyboys schlagen zurück,91797ed3-bfb5-4031-9057-b7d5f8d2440e,Anarchist Academy,1,Anarchist Academy,Anarchist Academy,71.42857142857143,0.8347431421279907
Rappelkistenkids,52652d8b-6d5c-4b73-b8e6-e5505c3f467c,Anarchist Academy,1,Anarchist Academy,Anarchist Academy,71.42857142857143,0.8347431421279907
Mit dem Schwanz in der Hand,39e530b1-656c-4003-a9d0-777c0d8618f6,Corus 86,1,Corus 86,Corus 86,66.66666666666666,0.99688920378685
Was bist du für 1 Otto?,508f0cda-66fb-43c7-9d90-017ff2cfea3e,Corus 86,1,Corus 86,Corus 86,66.66666666666666,0.99688920378685
300,e684946c-ff81-4424-95ae-e690999e45e1,Lil Lano,1,Lil Lano,Lil Lano,66.66666666666666,0.8135718572884798
Brokkoli + Codein 2.0,b13881f8-be94-4f08-b120-a199d623f3e9,Lil Lano,1,Lil Lano,Lil Lano,66.66666666666666,0.8135718572884798
GucciFace,31a60ed1-5509-446d-bbfa-2e903b2c7b34,Lil Lano,0,Lil Lano,Lil Lano,66.66666666666666,0.8135718572884798
Ich bin so reich,ba5320c5-69c5-4372-8115-5fc184b894c8,Lil Lano,0,Lil Lano,Lil Lano,66.66666666666666,0.8135718572884798
OCB,bbafc60b-aa57-42a0-8495-7d4e2699fa62,Lil Lano,1,Lil Lano,Lil Lano,66.66666666666666,0.8135718572884798
Stone Island,bfff42fd-f38c-4010-a7a3-d9b3e57f9106,Lil Lano,1,Lil Lano,Lil Lano,66.66666666666666,0.8135718572884798
TrapUpdate,aecbb6b1-e4bd-4eaa-a181-fdff9a20eab8,Lil Lano,1,Lil Lano,Lil Lano,66.66666666666666,0.8135718572884798
Wendy,0bb888f4-0800-4c08-9d44-4ac6720214b2,Lil Lano,1,Lil Lano,Lil Lano,66.66666666666666,0.8135718572884798
Angels Sippen,dde3c4fe-500f-475e-9f30-62dc49a7fe94,Symba,1,Symba,Symba,66.66666666666666,0.8087161406874657
Battlefield Freestyle,5cbf86a3-9a60-4a6a-911a-a598e19d20a8,Symba,0,Symba,Symba,66.66666666666666,0.8087161406874657
Blockparty,cc3613fc-911a-4e47-87b3-984fbaee8aa8,Symba,1,Symba,Symba,66.66666666666666,0.8087161406874657
Mario Run,51440a50-aaf1-471d-8ac3-33f04b658126,Symba,1,Symba,Symba,66.66666666666666,0.8087161406874657
Maxi King,93153c59-4f4c-4a88-9f8c-6eab7ae06f11,Symba,1,Symba,Symba,66.66666666666666,0.8087161406874657
Springfield,1f9ab2c3-6d80-464f-9092-2da3abc3040a,Symba,1,Symba,Symba,66.66666666666666,0.8087161406874657
Topboys,8706d621-823d-4a5b-83dc-69fa1c648b9b,Symba,1,Symba,Symba,66.66666666666666,0.8087161406874657
​helly,e27d264d-978c-4301-841a-d086785c958b,Symba,0,Symba,Symba,66.66666666666666,0.8087161406874657
Alles hat ein Lied verdient,976291e4-8137-4708-9c1f-dfeed6f04a8c,Lemur,0,Lemur,Lemur,66.66666666666666,0.7866521556279622
Ballast,37f9d22f-c82f-455a-9c99-3b428ba5519e,Lemur,1,Lemur,Lemur,66.66666666666666,0.7866521556279622
Befehlskette,b610ffe3-4035-4f8c-8d0d-d1e9196a0331,Lemur,1,Lemur,Lemur,66.66666666666666,0.7866521556279622
Das Gaslicht,0d69da85-3187-4fd9-aa28-9c0bab82f29b,Lemur,1,Lemur,Lemur,66.66666666666666,0.7866521556279622
Highlander,56d408b0-f5d9-4e92-8bde-66b68b25e9cd,Lemur,0,Lemur,Lemur,66.66666666666666,0.7866521556279622
Lächeln,027ee5ea-7fcc-40a4-a96a-c3c89297b1fd,Lemur,1,Lemur,Lemur,66.66666666666666,0.7866521556279622
Mein bester Freund,d8b40694-2b2f-41a1-9e7b-ef99decb87c7,Lemur,1,Lemur,Lemur,66.66666666666666,0.7866521556279622
Montagophobie,29bd0378-d6f4-432b-914c-5e23a65f70e7,Lemur,1,Lemur,Lemur,66.66666666666666,0.7866521556279622
357,a1e6bc21-768c-412b-b06c-8ea8db02a9fb,Kid Kapri,1,Kid Kapri,Kid Kapri,66.66666666666666,0.7601111400872469
Bordeaux,f0d8a6d1-a2f4-4579-8527-f986e762abc4,Kid Kapri,0,Kid Kapri,Kid Kapri,66.66666666666666,0.7601111400872469
Checkst du,3661a440-04af-41c4-95ca-27cbb2391c42,Kid Kapri,1,Kid Kapri,Kid Kapri,66.66666666666666,0.7601111400872469
Kärcher,5a25b6d9-d309-40e3-ae51-59d7e449637d,Kid Kapri,1,Kid Kapri,Kid Kapri,66.66666666666666,0.7601111400872469
Mosaik,7eb3daa2-2a68-4ca8-b4b7-f5bce8117c86,Kid Kapri,0,Kid Kapri,Kid Kapri,66.66666666666666,0.7601111400872469
Schnell,a2bc1555-286c-4cbf-9901-3eab1831c4f0,Kid Kapri,1,Kid Kapri,Kid Kapri,66.66666666666666,0.7601111400872469
Schon gut,6c71176d-c9fe-4401-af4b-17e1a51f182c,Kid Kapri,1,Kid Kapri,Kid Kapri,66.66666666666666,0.7601111400872469
Zwei von dir,229c0586-84d8-42e2-98f5-85a626f6862d,Kid Kapri,1,Kid Kapri,Kid Kapri,66.66666666666666,0.7601111400872469
Aleyna,8306fa1c-842e-4f13-9bf8-f5fc1ab329ac,Taichi,1,Taichi,Taichi,66.66666666666666,0.7471012715250254
Lauf,caac3d09-accd-4532-8128-7a256fe82c10,Taichi,1,Taichi,Taichi,66.66666666666666,0.7471012715250254
Mein Life ist ne Bitch,f1e27942-53f9-4e19-a192-dad50d9bd143,Taichi,1,Taichi,Taichi,66.66666666666666,0.7471012715250254
Menschen mit Herz,9b7fee68-9254-428e-bc2f-70ea992cf07a,Taichi,0,Taichi,Taichi,66.66666666666666,0.7471012715250254
Schnell Imbiz,20360c98-bc05-4d19-bc5c-28e1dda23198,Taichi,1,Taichi,Taichi,66.66666666666666,0.7471012715250254
Sich finden,1c3be348-2958-49ff-aef9-2413b0815a31,Taichi,1,Taichi,Taichi,66.66666666666666,0.7471012715250254
Update,28e4e835-dbf4-4ad8-88b7-652fe0650960,Taichi,1,Taichi,Taichi,66.66666666666666,0.7471012715250254
Vergessen wie Sie hieß,58279d71-6b9d-4631-9b22-00dc28a4775f,Taichi,0,Taichi,Taichi,66.66666666666666,0.7471012715250254
Chvrchies,8c5efff7-58e6-4ea1-92ae-3e2eecb9c412,O’Bros,1,O’Bros,O’Bros,66.66666666666666,0.7310440926812589
Going My Way,0e077aa2-ee5c-4945-a02a-920b56348a82,O’Bros,0,O’Bros,O’Bros,66.66666666666666,0.7310440926812589
Ich geb mich nicht auf,98c52f63-21c5-46d3-b9ff-c9a3df88ec38,O’Bros,1,O’Bros,O’Bros,66.66666666666666,0.7310440926812589
Shitstorm Pt.2,7e46bf8a-9e6d-4c2e-91e6-c2c36d7153ec,O’Bros,1,O’Bros,O’Bros,66.66666666666666,0.7310440926812589
Underrated,787607c2-2863-4d00-b414-c628bbecee3d,O’Bros,1,O’Bros,O’Bros,66.66666666666666,0.7310440926812589
Understatement (Intro),66d05199-4a38-4391-a661-b31681ed0068,O’Bros,1,O’Bros,O’Bros,66.66666666666666,0.7310440926812589
Whatever it takes,2282e8a1-844c-4065-ba43-f7693460654f,O’Bros,0,O’Bros,O’Bros,66.66666666666666,0.7310440926812589
Wunden zu Wunder,a02ee5ac-7bfb-4740-a915-c6686ba61cee,O’Bros,1,O’Bros,O’Bros,66.66666666666666,0.7310440926812589
Audi Sport,1795ebcd-6e18-479e-9074-76ea78c7a5e0,Harry Quintana,1,Harry Quintana,Harry Quintana,66.66666666666666,0.7295776754617691
"El Camino (Bitches Come, Bitches Go)",3bfb9980-7d4e-49d4-94f1-b70816a0f250,Harry Quintana,1,Harry Quintana,Harry Quintana,66.66666666666666,0.7295776754617691
Ingolstadt Village,cb68d779-dd1b-4a87-bc01-a99916853029,Harry Quintana,1,Harry Quintana,Harry Quintana,66.66666666666666,0.7295776754617691
Kennst du das Gefühl?,1c64e122-b155-4e85-903b-98d58d70895c,Harry Quintana,1,Harry Quintana,Harry Quintana,66.66666666666666,0.7295776754617691
Lago Maggiore,968662e6-7bba-42bf-8ba9-58975d63d7d8,Harry Quintana,0,Harry Quintana,Harry Quintana,66.66666666666666,0.7295776754617691
Mein Triggerfinger juckt,b69e3199-3f24-48e7-a63a-bb35c8a84cea,Harry Quintana,1,Harry Quintana,Harry Quintana,66.66666666666666,0.7295776754617691
Quito,64993bbc-ae63-4975-b46d-b479f3a89ede,Harry Quintana,1,Harry Quintana,Harry Quintana,66.66666666666666,0.7295776754617691
Young Professional,e8c6467e-7dca-420c-bce7-d083917dd78e,Harry Quintana,0,Harry Quintana,Harry Quintana,66.66666666666666,0.7295776754617691
ERINNERN,1efdf80e-5de7-44c4-85c0-356d0711b9e4,Fayan,1,Fayan,Fayan,66.66666666666666,0.6616029512370005
Fake Yeezys,6f01d497-5483-4938-816b-86cc4e1a8091,Fayan,1,Fayan,Fayan,66.66666666666666,0.6616029512370005
HALLO?,eb337a9d-f5c4-4a0a-9703-5ca38a2acdb4,Fayan,0,Fayan,Fayan,66.66666666666666,0.6616029512370005
Kapitel 4,41909bc1-7c40-4c0d-98e7-21128df89edf,Fayan,1,Fayan,Fayan,66.66666666666666,0.6616029512370005
Kurz davor,dfb8d391-965a-4a05-864b-28e40a02e9bb,Fayan,1,Fayan,Fayan,66.66666666666666,0.6616029512370005
Pandora,5fb7484a-1ac8-41c4-bc96-7044b3e7d658,Fayan,1,Fayan,Fayan,66.66666666666666,0.6616029512370005
Problem (Lösung),69dc9019-e42b-44d7-8bfc-3dd47c151757,Fayan,1,Fayan,Fayan,66.66666666666666,0.6616029512370005
Zweinulleinsfünf,73de8253-90fa-4e43-81fd-c1a774cc505c,Fayan,0,Fayan,Fayan,66.66666666666666,0.6616029512370005
Hala,7b9bd53f-3e28-4e5b-ac78-6fd511b7a7e5,Sultan Tunc,1,Sultan Tunc,Sultan Tunc,60.0,0.9965835809707642
3 Nächte In Bangkok,8496989b-12b3-479c-bd98-f047c862f642,Manny Marc,0,Manny Marc,Manny Marc,58.333333333333336,0.6148820599191822
"Bier, Bikinis, Billig Bumsen",3de358ab-f53a-4eb4-84a6-07e043fd27d2,Manny Marc,0,Manny Marc,Manny Marc,58.333333333333336,0.6148820599191822
Böse Geister,7d7b8156-f301-4b95-bf13-99fb580576c8,Manny Marc,1,Manny Marc,Manny Marc,58.333333333333336,0.6148820599191822
Cybernaut,db9deb0e-efc2-4a91-a033-0d9fd5f5c597,Manny Marc,0,Manny Marc,Manny Marc,58.333333333333336,0.6148820599191822
Kampf In Kyoto,74a66dd7-7e6e-46c0-afd1-e45fba00d82c,Manny Marc,1,Manny Marc,Manny Marc,58.333333333333336,0.6148820599191822
Kendo,c93bae8f-0751-486d-b3a1-e62e5132fe4e,Manny Marc,1,Manny Marc,Manny Marc,58.333333333333336,0.6148820599191822
Schattenboxer,99fc59f4-a3a0-4f5a-bd1d-30dd9590a35c,Manny Marc,1,Manny Marc,Manny Marc,58.333333333333336,0.6148820599191822
Todesgriff,3eb3a321-b395-4017-8457-56f138f66ab1,Manny Marc,1,Manny Marc,Manny Marc,58.333333333333336,0.6148820599191822
AramSamSam,63b41d16-2965-43ea-9f61-be9d28ac4da3,Salim Montari,1,Salim Montari,Salim Montari,58.333333333333336,0.6075533258263022
Catch Me If You Can,dfc913ac-440a-4e7d-88d8-6a0f81f9e80c,Salim Montari,1,Salim Montari,Salim Montari,58.333333333333336,0.6075533258263022
Celina,0ee3c9c8-e1c2-480c-ae5a-c5d85f893ad1,Salim Montari,1,Salim Montari,Salim Montari,58.333333333333336,0.6075533258263022
Daddy,1cddc361-a8be-494d-a627-c048eedec474,Salim Montari,1,Salim Montari,Salim Montari,58.333333333333336,0.6075533258263022
Drip on point,34697137-5e27-4592-9e17-642b30e05001,Salim Montari,0,Salim Montari,Salim Montari,58.333333333333336,0.6075533258263022
Moonwalk,3435cc95-8d66-4cb3-80e6-3b9cf5ab461d,Salim Montari,0,Salim Montari,Salim Montari,58.333333333333336,0.6075533258263022
Player,a78d9e95-842a-4437-97e3-c1e784fd385d,Salim Montari,0,Salim Montari,Salim Montari,58.333333333333336,0.6075533258263022
Wavy,b65691ff-c849-4361-b078-ad88211d8915,Salim Montari,1,Salim Montari,Salim Montari,58.333333333333336,0.6075533258263022
Belsazar,b7800fc8-7f49-4d16-b886-e50a1ba23fe7,Junge Dichter und Denker,1,Junge Dichter und Denker,Junge Dichter und Denker,58.333333333333336,0.604599803686142
Der Handschuh,a140f798-8f13-4262-ab4b-1bbf525da5ef,Junge Dichter und Denker,1,Junge Dichter und Denker,Junge Dichter und Denker,58.333333333333336,0.604599803686142
Der Zauberlehrling (Karaoke Version),3f7fd9f8-a9bb-4577-9582-cb1266f6e553,Junge Dichter und Denker,0,Junge Dichter und Denker,Junge Dichter und Denker,58.333333333333336,0.604599803686142
Er ist’s (Karaoke Version),9f808f93-69fc-46c1-bf56-8d2ef333a650,Junge Dichter und Denker,0,Junge Dichter und Denker,Junge Dichter und Denker,58.333333333333336,0.604599803686142
Erlkönig (Karaoke Version),c19e7f78-e416-4b4c-b696-16a4f2d8eefb,Junge Dichter und Denker,0,Junge Dichter und Denker,Junge Dichter und Denker,58.333333333333336,0.604599803686142
Heidenröslein,a4ed5d20-019e-455a-ae26-9a3457404a8f,Junge Dichter und Denker,1,Junge Dichter und Denker,Junge Dichter und Denker,58.333333333333336,0.604599803686142
John Maynard,4a842972-35d1-4476-8536-0ba6ef91e8b5,Junge Dichter und Denker,1,Junge Dichter und Denker,Junge Dichter und Denker,58.333333333333336,0.604599803686142
"Trutz, Blanke Hans",116e748d-4e4b-4eb2-b76c-bb7fbc97c0e5,Junge Dichter und Denker,1,Junge Dichter und Denker,Junge Dichter und Denker,58.333333333333336,0.604599803686142
$W4G,744a6767-df3b-4661-80c6-c8e24c31d4a5,TJ_beastboy,1,TJ_beastboy,TJ_beastboy,58.333333333333336,0.5573445223853923
1000x COOLER,df82409f-72f3-4837-8a95-50765121c84f,TJ_beastboy,1,TJ_beastboy,TJ_beastboy,58.333333333333336,0.5573445223853923
1000​x COOLER + W1NNER (Video Version),5614462a-cf10-4287-889e-8d84f9a5055b,TJ_beastboy,1,TJ_beastboy,TJ_beastboy,58.333333333333336,0.5573445223853923
300 Words In A Minute,14f37b32-8f81-4802-ac7c-c92faf02d2c8,TJ_beastboy,0,TJ_beastboy,TJ_beastboy,58.333333333333336,0.5573445223853923
Alarm Code Red,aa9d6e01-4cb9-4807-99ea-9bd3d3547589,TJ_beastboy,0,TJ_beastboy,TJ_beastboy,58.333333333333336,0.5573445223853923
GEiSTESKRA$$,5634f5a0-28d0-4f49-9d67-7aa4c3868ffb,TJ_beastboy,1,TJ_beastboy,TJ_beastboy,58.333333333333336,0.5573445223853923
